count,points
162,"[{""x"": 348.672, ""y"": 302.916}, {""x"": 323.339, ""y"": 326.916}, {""x"": 284.006, ""y"": 314.249}, {""x"": 223.339, ""y"": 253.582}, {""x"": 228.006, ""y"": 194.916}, {""x"": 226.672, ""y"": 149.582}, {""x"": 278.006, ""y"": 56.249}, {""x"": 310.006, ""y"": 48.249}, {""x"": 337.339, ""y"": 12.916}, {""x"": 388.006, ""y"": 29.582}, {""x"": 430.006, ""y"": 80.916}, {""x"": 444.006, ""y"": 122.916}, {""x"": 390.006, ""y"": 221.582}, {""x"": 374.672, ""y"": 206.249}, {""x"": 343.339, ""y"": 232.249}, {""x"": 345.339, ""y"": 290.249}]"
163,"[{""x"": 262.085, ""y"": 287.592}, {""x"": 227.418, ""y"": 253.592}, {""x"": 222.085, ""y"": 234.258}, {""x"": 230.752, ""y"": 186.258}, {""x"": 228.085, ""y"": 148.258}, {""x"": 280.752, ""y"": 57.592}, {""x"": 312.752, ""y"": 42.258}, {""x"": 338.752, ""y"": 11.592}, {""x"": 393.418, ""y"": 28.925}, {""x"": 429.418, ""y"": 74.925}, {""x"": 441.418, ""y"": 123.592}, {""x"": 432.752, ""y"": 158.925}, {""x"": 396.085, ""y"": 219.592}, {""x"": 375.418, ""y"": 210.258}, {""x"": 343.418, ""y"": 228.258}, {""x"": 351.418, ""y"": 300.258}, {""x"": 330.085, ""y"": 324.258}, {""x"": 294.085, ""y"": 312.258}, {""x"": 267.418, ""y"": 292.925}]"
164,"[{""x"": 352.691, ""y"": 304.585}, {""x"": 319.203, ""y"": 328.505}, {""x"": 300.066, ""y"": 308.571}, {""x"": 248.239, ""y"": 273.488}, {""x"": 223.522, ""y"": 240.797}, {""x"": 231.495, ""y"": 188.173}, {""x"": 238.671, ""y"": 137.143}, {""x"": 284.917, ""y"": 54.219}, {""x"": 315.216, ""y"": 43.056}, {""x"": 342.326, ""y"": 15.15}, {""x"": 383.787, ""y"": 25.515}, {""x"": 426.844, ""y"": 65.382}, {""x"": 444.385, ""y"": 113.223}, {""x"": 435.615, ""y"": 149.9}, {""x"": 399.734, ""y"": 217.674}, {""x"": 377.409, ""y"": 204.12}, {""x"": 342.326, ""y"": 234.419}, {""x"": 353.488, ""y"": 291.03}]"
165,"[{""x"": 326.337, ""y"": 322.608}, {""x"": 263.004, ""y"": 289.275}, {""x"": 227.004, ""y"": 233.942}, {""x"": 234.337, ""y"": 192.608}, {""x"": 243.67, ""y"": 152.608}, {""x"": 268.337, ""y"": 91.275}, {""x"": 301.67, ""y"": 37.275}, {""x"": 323.004, ""y"": 39.942}, {""x"": 347.004, ""y"": 15.275}, {""x"": 401.67, ""y"": 34.608}, {""x"": 431.67, ""y"": 82.608}, {""x"": 445.004, ""y"": 123.942}, {""x"": 435.004, ""y"": 149.942}, {""x"": 405.67, ""y"": 213.275}, {""x"": 379.004, ""y"": 199.942}, {""x"": 355.004, ""y"": 229.275}, {""x"": 355.004, ""y"": 298.609}, {""x"": 337.671, ""y"": 319.942}]"
166,"[{""x"": 324.575, ""y"": 320.925}, {""x"": 242.575, ""y"": 262.925}, {""x"": 229.241, ""y"": 231.592}, {""x"": 243.241, ""y"": 170.925}, {""x"": 251.241, ""y"": 126.925}, {""x"": 303.241, ""y"": 41.592}, {""x"": 326.575, ""y"": 39.592}, {""x"": 340.575, ""y"": 16.925}, {""x"": 386.575, ""y"": 28.925}, {""x"": 425.908, ""y"": 64.258}, {""x"": 437.908, ""y"": 109.592}, {""x"": 435.241, ""y"": 142.925}, {""x"": 401.908, ""y"": 210.925}, {""x"": 378.575, ""y"": 199.592}, {""x"": 351.241, ""y"": 224.258}, {""x"": 354.575, ""y"": 298.925}, {""x"": 338.575, ""y"": 316.258}]"
167,"[{""x"": 229.9, ""y"": 221.661}, {""x"": 242.658, ""y"": 183.389}, {""x"": 246.645, ""y"": 148.306}, {""x"": 285.714, ""y"": 70.963}, {""x"": 308.837, ""y"": 39.867}, {""x"": 327.176, ""y"": 39.867}, {""x"": 351.894, ""y"": 20.731}, {""x"": 391.761, ""y"": 39.07}, {""x"": 425.249, ""y"": 60.598}, {""x"": 435.615, ""y"": 102.857}, {""x"": 439.601, ""y"": 133.953}, {""x"": 406.113, ""y"": 207.309}, {""x"": 382.193, ""y"": 200.93}, {""x"": 355.88, ""y"": 221.661}, {""x"": 360.664, ""y"": 296.611}, {""x"": 338.339, ""y"": 323.721}, {""x"": 319.203, ""y"": 324.518}, {""x"": 273.754, ""y"": 291.828}, {""x"": 234.684, ""y"": 250.365}, {""x"": 232.292, ""y"": 229.635}]"
168,"[{""x"": 322.768, ""y"": 324.818}, {""x"": 247.435, ""y"": 274.151}, {""x"": 231.435, ""y"": 232.151}, {""x"": 240.102, ""y"": 195.485}, {""x"": 258.102, ""y"": 122.818}, {""x"": 300.102, ""y"": 46.151}, {""x"": 332.102, ""y"": 44.818}, {""x"": 348.102, ""y"": 24.818}, {""x"": 395.435, ""y"": 42.818}, {""x"": 426.768, ""y"": 74.151}, {""x"": 432.768, ""y"": 115.485}, {""x"": 432.102, ""y"": 134.818}, {""x"": 404.102, ""y"": 204.151}, {""x"": 382.102, ""y"": 202.151}, {""x"": 356.768, ""y"": 231.485}, {""x"": 362.768, ""y"": 288.818}, {""x"": 343.435, ""y"": 321.485}, {""x"": 332.102, ""y"": 328.818}]"
169,"[{""x"": 267.595, ""y"": 291.158}, {""x"": 236.929, ""y"": 255.825}, {""x"": 230.262, ""y"": 238.492}, {""x"": 247.262, ""y"": 174.658}, {""x"": 259.595, ""y"": 134.158}, {""x"": 301.595, ""y"": 53.158}, {""x"": 322.929, ""y"": 45.158}, {""x"": 344.929, ""y"": 26.492}, {""x"": 393.595, ""y"": 42.492}, {""x"": 430.262, ""y"": 91.825}, {""x"": 435.595, ""y"": 141.158}, {""x"": 405.595, ""y"": 203.825}, {""x"": 377.595, ""y"": 195.825}, {""x"": 362.929, ""y"": 231.158}, {""x"": 360.929, ""y"": 295.825}, {""x"": 342.929, ""y"": 323.825}, {""x"": 326.262, ""y"": 329.158}, {""x"": 278.262, ""y"": 301.158}]"
17,"[{""x"": 207.575, ""y"": 200.93}, {""x"": 218.738, ""y"": 151.495}, {""x"": 237.076, ""y"": 102.857}, {""x"": 249.834, ""y"": 74.153}, {""x"": 292.89, ""y"": 72.558}, {""x"": 343.123, ""y"": 101.262}, {""x"": 358.272, ""y"": 127.575}, {""x"": 358.272, ""y"": 158.671}, {""x"": 345.515, ""y"": 253.555}, {""x"": 327.176, ""y"": 273.488}, {""x"": 321.595, ""y"": 314.95}, {""x"": 328.771, ""y"": 349.236}, {""x"": 320, ""y"": 365.183}, {""x"": 300.066, ""y"": 374.751}, {""x"": 252.226, ""y"": 372.359}, {""x"": 211.561, ""y"": 354.02}, {""x"": 204.385, ""y"": 334.884}, {""x"": 202.791, ""y"": 299.801}, {""x"": 199.601, ""y"": 276.678}, {""x"": 207.575, ""y"": 210.498}]"
170,"[{""x"": 248.239, ""y"": 177.807}, {""x"": 264.186, ""y"": 138.738}, {""x"": 309.635, ""y"": 49.435}, {""x"": 330.365, ""y"": 47.043}, {""x"": 342.326, ""y"": 27.11}, {""x"": 385.382, ""y"": 46.246}, {""x"": 427.641, ""y"": 86.91}, {""x"": 431.628, ""y"": 122.791}, {""x"": 436.412, ""y"": 144.319}, {""x"": 409.302, ""y"": 205.714}, {""x"": 383.787, ""y"": 199.336}, {""x"": 358.272, ""y"": 234.419}, {""x"": 361.462, ""y"": 273.488}, {""x"": 355.083, ""y"": 310.166}, {""x"": 337.542, ""y"": 329.302}, {""x"": 316.013, ""y"": 326.113}, {""x"": 265.781, ""y"": 295.017}, {""x"": 237.076, ""y"": 254.352}, {""x"": 237.076, ""y"": 217.674}, {""x"": 245.05, ""y"": 187.375}]"
171,"[{""x"": 285.211, ""y"": 304.848}, {""x"": 245.878, ""y"": 272.848}, {""x"": 234.544, ""y"": 244.848}, {""x"": 243.878, ""y"": 179.515}, {""x"": 303.211, ""y"": 62.181}, {""x"": 325.211, ""y"": 45.515}, {""x"": 343.878, ""y"": 29.515}, {""x"": 372.544, ""y"": 41.515}, {""x"": 421.211, ""y"": 74.181}, {""x"": 431.211, ""y"": 114.181}, {""x"": 434.544, ""y"": 151.515}, {""x"": 405.211, ""y"": 204.181}, {""x"": 377.211, ""y"": 207.515}, {""x"": 359.878, ""y"": 298.181}, {""x"": 335.878, ""y"": 330.848}, {""x"": 295.878, ""y"": 314.181}]"
172,"[{""x"": 284.593, ""y"": 302.727}, {""x"": 249.927, ""y"": 280.06}, {""x"": 236.593, ""y"": 235.394}, {""x"": 246.593, ""y"": 186.727}, {""x"": 272.593, ""y"": 120.727}, {""x"": 305.26, ""y"": 64.727}, {""x"": 324.593, ""y"": 46.727}, {""x"": 349.26, ""y"": 31.394}, {""x"": 393.927, ""y"": 50.727}, {""x"": 429.26, ""y"": 94.727}, {""x"": 431.927, ""y"": 137.394}, {""x"": 406.593, ""y"": 211.394}, {""x"": 378.593, ""y"": 206.727}, {""x"": 361.927, ""y"": 250.06}, {""x"": 365.927, ""y"": 282.727}, {""x"": 355.26, ""y"": 314.06}, {""x"": 325.26, ""y"": 326.06}, {""x"": 295.927, ""y"": 313.394}]"
173,"[{""x"": 241.063, ""y"": 263.123}, {""x"": 235.482, ""y"": 225.648}, {""x"": 256.213, ""y"": 154.684}, {""x"": 304.053, ""y"": 68.571}, {""x"": 312.824, ""y"": 50.233}, {""x"": 335.947, ""y"": 49.435}, {""x"": 347.11, ""y"": 31.096}, {""x"": 394.95, ""y"": 52.625}, {""x"": 426.844, ""y"": 82.126}, {""x"": 431.628, ""y"": 117.209}, {""x"": 428.439, ""y"": 153.09}, {""x"": 410.897, ""y"": 204.917}, {""x"": 386.977, ""y"": 202.525}, {""x"": 363.056, ""y"": 243.189}, {""x"": 365.449, ""y"": 288.638}, {""x"": 351.096, ""y"": 317.342}, {""x"": 325.581, ""y"": 323.721}, {""x"": 244.252, ""y"": 272.691}]"
174,"[{""x"": 325.84, ""y"": 323.573}, {""x"": 259.84, ""y"": 281.573}, {""x"": 234.507, ""y"": 234.906}, {""x"": 247.174, ""y"": 179.573}, {""x"": 273.174, ""y"": 135.573}, {""x"": 301.84, ""y"": 70.24}, {""x"": 328.507, ""y"": 46.906}, {""x"": 347.174, ""y"": 34.906}, {""x"": 385.84, ""y"": 45.573}, {""x"": 426.507, ""y"": 82.906}, {""x"": 427.84, ""y"": 131.573}, {""x"": 426.507, ""y"": 150.24}, {""x"": 405.84, ""y"": 201.573}, {""x"": 375.174, ""y"": 205.573}, {""x"": 364.841, ""y"": 302.573}, {""x"": 333.174, ""y"": 326.24}]"
175,"[{""x"": 279.685, ""y"": 302.321}, {""x"": 255.685, ""y"": 273.654}, {""x"": 233.685, ""y"": 230.988}, {""x"": 251.685, ""y"": 170.321}, {""x"": 289.018, ""y"": 104.988}, {""x"": 317.018, ""y"": 55.654}, {""x"": 337.018, ""y"": 40.321}, {""x"": 352.351, ""y"": 35.654}, {""x"": 396.351, ""y"": 55.654}, {""x"": 427.685, ""y"": 93.654}, {""x"": 426.351, ""y"": 137.654}, {""x"": 404.351, ""y"": 200.321}, {""x"": 377.685, ""y"": 212.988}, {""x"": 369.018, ""y"": 268.321}, {""x"": 364.351, ""y"": 300.988}, {""x"": 345.018, ""y"": 324.321}, {""x"": 316.351, ""y"": 323.654}, {""x"": 291.018, ""y"": 307.654}]"
176,"[{""x"": 288.106, ""y"": 303.787}, {""x"": 248.239, ""y"": 271.096}, {""x"": 237.874, ""y"": 230.432}, {""x"": 243.455, ""y"": 180.997}, {""x"": 266.578, ""y"": 151.495}, {""x"": 315.216, ""y"": 47.841}, {""x"": 330.365, ""y"": 41.462}, {""x"": 351.096, ""y"": 34.286}, {""x"": 409.302, ""y"": 66.977}, {""x"": 422.857, ""y"": 88.505}, {""x"": 426.047, ""y"": 126.777}, {""x"": 426.047, ""y"": 151.495}, {""x"": 410.897, ""y"": 192.159}, {""x"": 399.734, ""y"": 202.525}, {""x"": 373.422, ""y"": 214.485}, {""x"": 364.651, ""y"": 283.854}, {""x"": 354.286, ""y"": 307.774}, {""x"": 331.96, ""y"": 323.721}, {""x"": 296.877, ""y"": 314.153}]"
177,"[{""x"": 282.766, ""y"": 303.271}, {""x"": 248.099, ""y"": 261.271}, {""x"": 237.433, ""y"": 219.271}, {""x"": 261.433, ""y"": 152.604}, {""x"": 276.099, ""y"": 135.271}, {""x"": 313.433, ""y"": 61.938}, {""x"": 332.766, ""y"": 38.604}, {""x"": 378.766, ""y"": 42.604}, {""x"": 422.099, ""y"": 87.271}, {""x"": 424.099, ""y"": 139.271}, {""x"": 416.099, ""y"": 173.271}, {""x"": 401.433, ""y"": 201.271}, {""x"": 378.766, ""y"": 211.938}, {""x"": 370.099, ""y"": 283.271}, {""x"": 349.433, ""y"": 323.271}, {""x"": 321.433, ""y"": 327.938}, {""x"": 295.433, ""y"": 305.271}]"
178,"[{""x"": 285.083, ""y"": 298.837}, {""x"": 253.083, ""y"": 274.837}, {""x"": 235.749, ""y"": 227.503}, {""x"": 255.749, ""y"": 152.17}, {""x"": 271.083, ""y"": 140.17}, {""x"": 303.749, ""y"": 66.837}, {""x"": 334.416, ""y"": 38.17}, {""x"": 356.416, ""y"": 36.17}, {""x"": 393.083, ""y"": 54.837}, {""x"": 425.083, ""y"": 92.17}, {""x"": 422.416, ""y"": 137.503}, {""x"": 419.749, ""y"": 161.503}, {""x"": 404.416, ""y"": 198.17}, {""x"": 377.749, ""y"": 208.837}, {""x"": 367.083, ""y"": 283.503}, {""x"": 350.416, ""y"": 314.17}, {""x"": 330.416, ""y"": 326.17}, {""x"": 296.416, ""y"": 305.503}]"
179,"[{""x"": 281.728, ""y"": 299.801}, {""x"": 250.631, ""y"": 279.07}, {""x"": 233.09, ""y"": 224.85}, {""x"": 262.591, ""y"": 145.116}, {""x"": 276.146, ""y"": 135.548}, {""x"": 313.621, ""y"": 59.801}, {""x"": 332.757, ""y"": 39.07}, {""x"": 364.651, ""y"": 39.07}, {""x"": 422.857, ""y"": 84.518}, {""x"": 427.641, ""y"": 106.844}, {""x"": 423.654, ""y"": 135.548}, {""x"": 422.857, ""y"": 157.076}, {""x"": 406.113, ""y"": 199.336}, {""x"": 375.017, ""y"": 221.661}, {""x"": 365.449, ""y"": 284.651}, {""x"": 352.691, ""y"": 314.153}, {""x"": 327.973, ""y"": 326.113}, {""x"": 290.498, ""y"": 310.963}]"
18,"[{""x"": 209.169, ""y"": 224.85}, {""x"": 217.94, ""y"": 161.86}, {""x"": 225.914, ""y"": 141.927}, {""x"": 233.887, ""y"": 106.844}, {""x"": 245.847, ""y"": 81.329}, {""x"": 292.093, ""y"": 74.153}, {""x"": 320.797, ""y"": 85.316}, {""x"": 358.272, ""y"": 118.007}, {""x"": 364.651, ""y"": 141.13}, {""x"": 347.11, ""y"": 255.947}, {""x"": 320.797, ""y"": 279.867}, {""x"": 325.581, ""y"": 326.113}, {""x"": 331.96, ""y"": 344.452}, {""x"": 313.621, ""y"": 369.967}, {""x"": 288.904, ""y"": 377.94}, {""x"": 243.455, ""y"": 371.561}, {""x"": 209.169, ""y"": 354.02}, {""x"": 201.993, ""y"": 310.963}, {""x"": 204.385, ""y"": 273.488}, {""x"": 205.183, ""y"": 235.216}]"
180,"[{""x"": 306.619, ""y"": 311.967}, {""x"": 255.952, ""y"": 277.967}, {""x"": 237.952, ""y"": 217.3}, {""x"": 265.286, ""y"": 143.967}, {""x"": 303.952, ""y"": 72.634}, {""x"": 317.952, ""y"": 57.3}, {""x"": 347.952, ""y"": 37.3}, {""x"": 402.619, ""y"": 61.3}, {""x"": 428.619, ""y"": 91.967}, {""x"": 425.952, ""y"": 139.3}, {""x"": 402.619, ""y"": 201.3}, {""x"": 382.619, ""y"": 204.634}, {""x"": 369.286, ""y"": 285.3}, {""x"": 355.952, ""y"": 317.967}, {""x"": 333.286, ""y"": 326.634}, {""x"": 312.619, ""y"": 315.3}]"
181,"[{""x"": 233.09, ""y"": 224.053}, {""x"": 245.05, ""y"": 192.957}, {""x"": 265.781, ""y"": 141.13}, {""x"": 277.741, ""y"": 129.169}, {""x"": 311.229, ""y"": 64.585}, {""x"": 313.621, ""y"": 49.435}, {""x"": 324.784, ""y"": 46.246}, {""x"": 349.502, ""y"": 36.678}, {""x"": 386.977, ""y"": 51.827}, {""x"": 428.439, ""y"": 94.086}, {""x"": 425.249, ""y"": 125.183}, {""x"": 423.654, ""y"": 153.887}, {""x"": 409.302, ""y"": 200.133}, {""x"": 386.179, ""y"": 205.714}, {""x"": 369.435, ""y"": 231.229}, {""x"": 371.03, ""y"": 279.867}, {""x"": 355.88, ""y"": 313.355}, {""x"": 336.744, ""y"": 323.721}, {""x"": 276.146, ""y"": 294.219}, {""x"": 249.834, ""y"": 267.907}, {""x"": 241.063, ""y"": 230.432}]"
182,"[{""x"": 300.066, ""y"": 310.963}, {""x"": 249.037, ""y"": 272.691}, {""x"": 240.266, ""y"": 224.85}, {""x"": 237.874, ""y"": 208.904}, {""x"": 261.395, ""y"": 145.914}, {""x"": 315.416, ""y"": 53.023}, {""x"": 354.436, ""y"": 30.199}, {""x"": 422.16, ""y"": 80.731}, {""x"": 433.896, ""y"": 108.788}, {""x"": 426.495, ""y"": 149.602}, {""x"": 406.736, ""y"": 200.383}, {""x"": 380.91, ""y"": 209.029}, {""x"": 366.402, ""y"": 297.073}, {""x"": 343.201, ""y"": 325.946}, {""x"": 312.027, ""y"": 314.951}]"
183,"[{""x"": 288.258, ""y"": 302.622}, {""x"": 236.924, ""y"": 258.622}, {""x"": 238.924, ""y"": 221.955}, {""x"": 260.258, ""y"": 148.622}, {""x"": 274.924, ""y"": 142.622}, {""x"": 312.924, ""y"": 61.289}, {""x"": 340.924, ""y"": 40.622}, {""x"": 375.591, ""y"": 46.622}, {""x"": 420.924, ""y"": 83.955}, {""x"": 426.258, ""y"": 134.622}, {""x"": 404.924, ""y"": 198.622}, {""x"": 381.591, ""y"": 212.622}, {""x"": 368.258, ""y"": 287.289}, {""x"": 351.591, ""y"": 321.955}, {""x"": 333.591, ""y"": 321.955}, {""x"": 298.258, ""y"": 305.955}]"
184,"[{""x"": 238.691, ""y"": 244.085}, {""x"": 236.191, ""y"": 227.585}, {""x"": 248.191, ""y"": 185.085}, {""x"": 262.191, ""y"": 149.585}, {""x"": 272.691, ""y"": 144.085}, {""x"": 314.691, ""y"": 62.585}, {""x"": 313.191, ""y"": 52.585}, {""x"": 318.191, ""y"": 46.085}, {""x"": 326.191, ""y"": 46.585}, {""x"": 342.691, ""y"": 40.585}, {""x"": 361.691, ""y"": 40.085}, {""x"": 406.191, ""y"": 68.085}, {""x"": 427.691, ""y"": 92.085}, {""x"": 424.191, ""y"": 133.585}, {""x"": 428.691, ""y"": 148.085}, {""x"": 406.691, ""y"": 198.585}, {""x"": 389.191, ""y"": 200.085}, {""x"": 375.691, ""y"": 221.085}, {""x"": 372.691, ""y"": 291.085}, {""x"": 350.191, ""y"": 322.085}, {""x"": 334.191, ""y"": 325.585}, {""x"": 281.191, ""y"": 297.085}, {""x"": 243.691, ""y"": 260.085}, {""x"": 240.191, ""y"": 249.585}]"
185,"[{""x"": 282.525, ""y"": 291.827}, {""x"": 238.671, ""y"": 246.379}, {""x"": 249.834, ""y"": 184.983}, {""x"": 331.163, ""y"": 36.678}, {""x"": 357.475, ""y"": 37.475}, {""x"": 425.249, ""y"": 78.14}, {""x"": 432.425, ""y"": 113.223}, {""x"": 432.425, ""y"": 148.306}, {""x"": 412.492, ""y"": 191.362}, {""x"": 384.585, ""y"": 204.917}, {""x"": 371.03, ""y"": 291.827}, {""x"": 347.11, ""y"": 315.748}, {""x"": 322.392, ""y"": 314.153}, {""x"": 293.688, ""y"": 301.395}]"
186,"[{""x"": 284.798, ""y"": 286.046}, {""x"": 248.132, ""y"": 253.379}, {""x"": 235.465, ""y"": 216.046}, {""x"": 265.465, ""y"": 139.379}, {""x"": 280.132, ""y"": 131.379}, {""x"": 322.798, ""y"": 54.046}, {""x"": 333.465, ""y"": 35.379}, {""x"": 380.132, ""y"": 48.713}, {""x"": 422.798, ""y"": 78.713}, {""x"": 436.132, ""y"": 99.379}, {""x"": 431.465, ""y"": 150.046}, {""x"": 410.798, ""y"": 190.046}, {""x"": 384.132, ""y"": 205.379}, {""x"": 375.465, ""y"": 286.713}, {""x"": 362.132, ""y"": 308.713}, {""x"": 339.465, ""y"": 316.046}, {""x"": 296.132, ""y"": 296.046}]"
187,"[{""x"": 245.78, ""y"": 212.664}, {""x"": 269.78, ""y"": 137.997}, {""x"": 283.113, ""y"": 129.997}, {""x"": 321.78, ""y"": 57.997}, {""x"": 321.78, ""y"": 44.664}, {""x"": 329.113, ""y"": 37.33}, {""x"": 335.78, ""y"": 41.997}, {""x"": 344.446, ""y"": 31.33}, {""x"": 390.446, ""y"": 47.997}, {""x"": 429.78, ""y"": 89.33}, {""x"": 431.113, ""y"": 105.997}, {""x"": 427.113, ""y"": 137.33}, {""x"": 432.446, ""y"": 146.664}, {""x"": 414.446, ""y"": 191.33}, {""x"": 392.446, ""y"": 195.33}, {""x"": 377.113, ""y"": 285.997}, {""x"": 357.113, ""y"": 313.997}, {""x"": 286.446, ""y"": 285.997}, {""x"": 248.446, ""y"": 244.664}, {""x"": 245.78, ""y"": 219.33}]"
188,"[{""x"": 293.806, ""y"": 281.559}, {""x"": 249.139, ""y"": 239.559}, {""x"": 249.806, ""y"": 202.225}, {""x"": 315.139, ""y"": 64.225}, {""x"": 329.139, ""y"": 53.559}, {""x"": 350.472, ""y"": 26.225}, {""x"": 394.472, ""y"": 50.892}, {""x"": 434.472, ""y"": 90.225}, {""x"": 432.472, ""y"": 130.225}, {""x"": 423.806, ""y"": 174.892}, {""x"": 413.139, ""y"": 188.892}, {""x"": 400.472, ""y"": 197.559}, {""x"": 384.472, ""y"": 260.225}, {""x"": 374.472, ""y"": 294.225}, {""x"": 358.472, ""y"": 310.225}, {""x"": 300.472, ""y"": 288.225}]"
189,"[{""x"": 294.444, ""y"": 279.708}, {""x"": 253.944, ""y"": 235.208}, {""x"": 251.444, ""y"": 209.708}, {""x"": 277.944, ""y"": 131.708}, {""x"": 281.944, ""y"": 125.708}, {""x"": 321.944, ""y"": 60.708}, {""x"": 347.444, ""y"": 29.208}, {""x"": 372.444, ""y"": 32.708}, {""x"": 427.944, ""y"": 73.208}, {""x"": 437.944, ""y"": 103.708}, {""x"": 432.444, ""y"": 138.208}, {""x"": 421.944, ""y"": 179.208}, {""x"": 398.444, ""y"": 196.708}, {""x"": 380.944, ""y"": 287.208}, {""x"": 360.444, ""y"": 307.208}, {""x"": 300.444, ""y"": 283.708}]"
19,"[{""x"": 209.169, ""y"": 224.85}, {""x"": 223.522, ""y"": 156.279}, {""x"": 230.698, ""y"": 133.156}, {""x"": 254.618, ""y"": 81.329}, {""x"": 299.269, ""y"": 78.937}, {""x"": 345.515, ""y"": 102.857}, {""x"": 368.638, ""y"": 137.94}, {""x"": 346.312, ""y"": 265.515}, {""x"": 323.189, ""y"": 284.651}, {""x"": 326.379, ""y"": 349.236}, {""x"": 318.405, ""y"": 377.94}, {""x"": 290.498, ""y"": 382.724}, {""x"": 241.063, ""y"": 371.561}, {""x"": 209.967, ""y"": 352.425}, {""x"": 201.993, ""y"": 307.774}, {""x"": 203.588, ""y"": 284.651}, {""x"": 203.588, ""y"": 233.621}]"
190,"[{""x"": 249.677, ""y"": 223.323}, {""x"": 256.344, ""y"": 189.99}, {""x"": 279.677, ""y"": 128.657}, {""x"": 289.011, ""y"": 127.323}, {""x"": 317.677, ""y"": 59.323}, {""x"": 327.011, ""y"": 54.657}, {""x"": 327.011, ""y"": 41.323}, {""x"": 332.344, ""y"": 29.323}, {""x"": 345.677, ""y"": 35.99}, {""x"": 357.677, ""y"": 25.99}, {""x"": 413.011, ""y"": 52.657}, {""x"": 433.011, ""y"": 87.99}, {""x"": 433.011, ""y"": 94.657}, {""x"": 440.344, ""y"": 107.323}, {""x"": 425.677, ""y"": 119.99}, {""x"": 428.344, ""y"": 134.657}, {""x"": 433.677, ""y"": 144.657}, {""x"": 417.677, ""y"": 179.323}, {""x"": 399.677, ""y"": 191.323}, {""x"": 389.011, ""y"": 262.657}, {""x"": 360.344, ""y"": 307.323}, {""x"": 303.677, ""y"": 282.657}, {""x"": 251.011, ""y"": 231.323}]"
191,"[{""x"": 293.836, ""y"": 271.536}, {""x"": 255.836, ""y"": 236.036}, {""x"": 251.836, ""y"": 217.536}, {""x"": 281.336, ""y"": 128.036}, {""x"": 289.836, ""y"": 124.536}, {""x"": 312.336, ""y"": 68.536}, {""x"": 330.336, ""y"": 56.536}, {""x"": 329.336, ""y"": 35.536}, {""x"": 341.336, ""y"": 35.036}, {""x"": 354.836, ""y"": 27.536}, {""x"": 396.336, ""y"": 44.536}, {""x"": 431.336, ""y"": 74.536}, {""x"": 429.836, ""y"": 131.536}, {""x"": 433.336, ""y"": 141.536}, {""x"": 420.336, ""y"": 179.036}, {""x"": 397.836, ""y"": 197.536}, {""x"": 380.336, ""y"": 289.036}, {""x"": 355.836, ""y"": 307.536}, {""x"": 298.336, ""y"": 277.536}]"
192,"[{""x"": 296.202, ""y"": 272.554}, {""x"": 255.535, ""y"": 243.888}, {""x"": 246.868, ""y"": 222.554}, {""x"": 277.535, ""y"": 129.888}, {""x"": 286.868, ""y"": 123.221}, {""x"": 321.535, ""y"": 57.221}, {""x"": 328.868, ""y"": 39.221}, {""x"": 356.202, ""y"": 24.554}, {""x"": 418.868, ""y"": 64.554}, {""x"": 433.535, ""y"": 87.888}, {""x"": 426.202, ""y"": 123.888}, {""x"": 433.535, ""y"": 139.888}, {""x"": 410.868, ""y"": 185.888}, {""x"": 395.535, ""y"": 212.554}, {""x"": 385.535, ""y"": 269.221}, {""x"": 366.868, ""y"": 305.221}, {""x"": 350.868, ""y"": 305.888}, {""x"": 303.535, ""y"": 279.221}]"
193,"[{""x"": 251.26, ""y"": 213.692}, {""x"": 275.26, ""y"": 131.692}, {""x"": 284.593, ""y"": 125.692}, {""x"": 327.26, ""y"": 51.692}, {""x"": 325.927, ""y"": 34.359}, {""x"": 339.26, ""y"": 39.025}, {""x"": 355.927, ""y"": 26.359}, {""x"": 410.593, ""y"": 54.359}, {""x"": 429.927, ""y"": 77.025}, {""x"": 427.26, ""y"": 97.025}, {""x"": 437.927, ""y"": 109.025}, {""x"": 423.927, ""y"": 123.692}, {""x"": 427.927, ""y"": 141.692}, {""x"": 425.26, ""y"": 159.692}, {""x"": 413.26, ""y"": 182.359}, {""x"": 393.26, ""y"": 194.359}, {""x"": 388.593, ""y"": 260.359}, {""x"": 367.26, ""y"": 301.692}, {""x"": 345.927, ""y"": 309.025}, {""x"": 295.26, ""y"": 277.025}, {""x"": 254.593, ""y"": 240.359}, {""x"": 247.927, ""y"": 219.692}]"
194,"[{""x"": 293.279, ""y"": 279.652}, {""x"": 247.779, ""y"": 237.652}, {""x"": 251.279, ""y"": 193.652}, {""x"": 275.279, ""y"": 131.652}, {""x"": 314.279, ""y"": 61.152}, {""x"": 331.279, ""y"": 52.152}, {""x"": 349.279, ""y"": 29.152}, {""x"": 389.279, ""y"": 45.152}, {""x"": 421.779, ""y"": 71.652}, {""x"": 427.279, ""y"": 98.652}, {""x"": 423.779, ""y"": 137.152}, {""x"": 413.779, ""y"": 184.152}, {""x"": 397.279, ""y"": 197.652}, {""x"": 382.779, ""y"": 272.152}, {""x"": 362.779, ""y"": 309.152}, {""x"": 299.279, ""y"": 285.652}]"
